CUSIP,Security Type,Security Term,Auction Date,Issue Date,Maturity Date,Price,Investment Rate,High Yield,Interest Payment Frequency,Interest Rate
912796A74,Bill,4-Week,12/17/2020,12/22/2020,01/19/2021,99.994167,0.00076,,None,
912796B81,Bill,8-Week,12/17/2020,12/22/2020,02/16/2021,99.987556,0.00081,,None,
9127965F2,Bill,8-Day,12/17/2020,12/21/2020,12/29/2020,99.998667,0.00061,,None,
912796D71,Bill,105-Day,12/16/2020,12/22/2020,04/06/2021,99.975208,0.00086,,None,
912796G29,Bill,154-Day,12/16/2020,12/22/2020,05/25/2021,99.961500,0.00091,,None,
912796UC1,Bill,42-Day,12/15/2020,12/17/2020,01/28/2021,99.991250,0.00076,,None,
9127964Y2,Bill,119-Day,12/15/2020,12/17/2020,04/15/2021,99.971903,0.00086,,None,
9127964N6,Bill,13-Week,12/14/2020,12/17/2020,03/18/2021,99.981042,0.00076,,None,
9127963H0,Bill,26-Week,12/14/2020,12/17/2020,06/17/2021,99.957028,0.00086,,None,
912796A66,Bill,4-Week,12/10/2020,12/15/2020,01/12/2021,99.994944,0.00066,,None,
912796B73,Bill,8-Week,12/10/2020,12/15/2020,02/09/2021,99.988333,0.00076,,None,
912810SS8,Bond,29-Year 11-Month,12/10/2020,12/15/2020,11/15/2050,99.059547,,0.01665,Semi-Annual,0.01625
912796D22,Bill,105-Day,12/09/2020,12/15/2020,03/30/2021,99.975208,0.00086,,None,
912796F95,Bill,154-Day,12/09/2020,12/15/2020,05/18/2021,99.961500,0.00091,,None,
91282CAV3,Note,9-Year 11-Month,12/09/2020,12/15/2020,11/15/2030,99.282076,,0.00951,Semi-Annual,0.00875
91282CBA8,Note,3-Year,12/08/2020,12/15/2020,12/15/2023,99.742950,,0.00211,Semi-Annual,0.00125
9127963V9,Bill,42-Day,12/08/2020,12/10/2020,01/21/2021,99.991833,0.00071,,None,
9127964X4,Bill,119-Day,12/08/2020,12/10/2020,04/08/2021,99.973556,0.00081,,None,
9127964M8,Bill,13-Week,12/07/2020,12/10/2020,03/11/2021,99.979778,0.00081,,None,
912796B24,Bill,26-Week,12/07/2020,12/10/2020,06/10/2021,99.954500,0.00091,,None,
912796A58,Bill,4-Week,12/03/2020,12/08/2020,01/05/2021,99.994167,0.00076,,None,
912796B65,Bill,8-Week,12/03/2020,12/08/2020,02/02/2021,99.988333,0.00076,,None,
912796C98,Bill,105-Day,12/02/2020,12/08/2020,03/23/2021,99.975208,0.00086,,None,
912796F87,Bill,154-Day,12/02/2020,12/08/2020,05/11/2021,99.961500,0.00091,,None,
9127963U1,Bill,42-Day,12/01/2020,12/03/2020,01/14/2021,99.990667,0.00081,,None,
9127964P1,Bill,119-Day,12/01/2020,12/03/2020,04/01/2021,99.970250,0.00091,,None,
9127965G0,Bill,52-Week,12/01/2020,12/03/2020,12/02/2021,99.888778,0.00112,,None,
9127964F3,Bill,13-Week,11/30/2020,12/03/2020,03/04/2021,99.978514,0.00086,,None,
912796A41,Bill,26-Week,11/30/2020,12/03/2020,06/03/2021,99.954500,0.00091,,None,
9127965F2,Bill,4-Week,11/25/2020,12/01/2020,12/29/2020,99.993778,0.00081,,None,
912796A82,Bill,8-Week,11/25/2020,12/01/2020,01/26/2021,99.987556,0.00081,,None,
912796C80,Bill,105-Day,11/25/2020,12/01/2020,03/16/2021,99.975208,0.00086,,None,
912796F79,Bill,154-Day,11/25/2020,12/01/2020,05/04/2021,99.961500,0.00091,,None,
91282CAY7,Note,7-Year,11/24/2020,11/30/2020,11/30/2027,99.808717,,0.00653,Semi-Annual,0.00625
9127963T4,Bill,41-Day,11/24/2020,11/27/2020,01/07/2021,99.991458,0.00076,,None,
9127962F5,Bill,118-Day,11/24/2020,11/27/2020,03/25/2021,99.970500,0.00091,,None,
91282CAS0,Note,1-Year 11-Month,11/24/2020,11/27/2020,10/31/2022,100.003897,,,Quarterly,
91282CAX9,Note,2-Year,11/23/2020,11/30/2020,11/30/2022,99.920165,,0.00165,Semi-Annual,0.00125
91282CAZ4,Note,5-Year,11/23/2020,11/30/2020,11/30/2025,99.891191,,0.00397,Semi-Annual,0.00375
912796XE4,Bill,13-Week,11/23/2020,11/27/2020,02/25/2021,99.978750,0.00086,,None,
912796A33,Bill,26-Week,11/23/2020,11/27/2020,05/27/2021,99.954750,0.00091,,None,
912828ZZ6,Note,9-Year 8-Month,11/19/2020,11/30/2020,07/15/2030,111.642995,,-0.00867,Semi-Annual,0.00125
9127965D7,Bill,4-Week,11/19/2020,11/24/2020,12/22/2020,99.994556,0.00071,,None,
912796A74,Bill,8-Week,11/19/2020,11/24/2020,01/19/2021,99.989111,0.00071,,None,
912810ST6,Bond,20-Year,11/18/2020,11/30/2020,11/15/2040,99.185441,,0.01422,Semi-Annual,0.01375
912796C72,Bill,105-Day,11/18/2020,11/24/2020,03/09/2021,99.973750,0.00091,,None,
912796F20,Bill,154-Day,11/18/2020,11/24/2020,04/27/2021,99.961500,0.00091,,None,
912796TY5,Bill,42-Day,11/17/2020,11/19/2020,12/31/2020,99.988917,0.00096,,None,
9127964N6,Bill,119-Day,11/17/2020,11/19/2020,03/18/2021,99.968597,0.00096,,None,
9127964D8,Bill,13-Week,11/16/2020,11/19/2020,02/18/2021,99.977250,0.00091,,None,
9127962Y4,Bill,26-Week,11/16/2020,11/19/2020,05/20/2021,99.949444,0.00101,,None,
9127965C9,Bill,4-Week,11/12/2020,11/17/2020,12/15/2020,99.993389,0.00086,,None,
912796A66,Bill,8-Week,11/12/2020,11/17/2020,01/12/2021,99.986000,0.00091,,None,
912796C23,Bill,105-Day,11/12/2020,11/17/2020,03/02/2021,99.972292,0.00096,,None,
912796D97,Bill,154-Day,11/12/2020,11/17/2020,04/20/2021,99.957222,0.00101,,None,
912810SS8,Bond,30-Year,11/12/2020,11/16/2020,11/15/2050,98.708151,,0.0168,Semi-Annual,0.01625
91282CAV3,Note,10-Year,11/10/2020,11/16/2020,11/15/2030,99.191574,,0.0096,Semi-Annual,0.00875
91282CAW1,Note,3-Year,11/09/2020,11/16/2020,11/15/2023,99.999999,,0.0025,Semi-Annual,0.0025
9127963L1,Bill,42-Day,11/09/2020,11/12/2020,12/24/2020,99.988917,0.00096,,None,
9127964C0,Bill,13-Week,11/09/2020,11/12/2020,02/11/2021,99.974722,0.00101,,None,
9127964M8,Bill,119-Day,11/09/2020,11/12/2020,03/11/2021,99.966944,0.00101,,None,
912796A25,Bill,26-Week,11/09/2020,11/12/2020,05/13/2021,99.944389,0.00112,,None,
9127965B1,Bill,4-Week,11/05/2020,11/10/2020,12/08/2020,99.993778,0.00081,,None,
912796A58,Bill,8-Week,11/05/2020,11/10/2020,01/05/2021,99.986778,0.00086,,None,
912796B99,Bill,105-Day,11/04/2020,11/10/2020,02/23/2021,99.970833,0.00101,,None,
912796D89,Bill,154-Day,11/04/2020,11/10/2020,04/13/2021,99.955083,0.00107,,None,
9127963K3,Bill,42-Day,11/03/2020,11/05/2020,12/17/2020,99.990083,0.00086,,None,
9127964F3,Bill,119-Day,11/03/2020,11/05/2020,03/04/2021,99.965292,0.00106,,None,
9127964W6,Bill,52-Week,11/03/2020,11/05/2020,11/04/2021,99.863500,0.00137,,None,
9127963W7,Bill,13-Week,11/02/2020,11/05/2020,02/04/2021,99.975986,0.00096,,None,
9127965A3,Bill,26-Week,11/02/2020,11/05/2020,05/06/2021,99.944389,0.00112,,None,
9127964U0,Bill,4-Week,10/29/2020,11/03/2020,12/01/2020,99.993778,0.00081,,None,
9127965F2,Bill,8-Week,10/29/2020,11/03/2020,12/29/2020,99.986778,0.00086,,None,
91282CAU5,Note,7-Year,10/29/2020,11/02/2020,10/31/2027,99.316022,,0.006,Semi-Annual,0.005
912796B81,Bill,105-Day,10/28/2020,11/03/2020,02/16/2021,99.972292,0.00096,,None,
912796D71,Bill,154-Day,10/28/2020,11/03/2020,04/06/2021,99.955083,0.00107,,None,
91282CAS0,Note,2-Year,10/28/2020,11/02/2020,10/31/2022,100.000000,,,Quarterly,
91282CAT8,Note,5-Year,10/28/2020,11/02/2020,10/31/2025,99.604038,,0.0033,Semi-Annual,0.0025
91282CAR2,Note,2-Year,10/27/2020,11/02/2020,10/31/2022,99.948240,,0.00151,Semi-Annual,0.00125
9127963J6,Bill,42-Day,10/27/2020,10/29/2020,12/10/2020,99.990667,0.00081,,None,
912796XE4,Bill,119-Day,10/27/2020,10/29/2020,02/25/2021,99.966944,0.00101,,None,
912796UC1,Bill,13-Week,10/26/2020,10/29/2020,01/28/2021,99.974722,0.00101,,None,
9127964Z9,Bill,26-Week,10/26/2020,10/29/2020,04/29/2021,99.944389,0.00112,,None,
91282CAQ4,Note,5-Year,10/22/2020,10/30/2020,10/15/2025,107.593657,,-0.0132,Semi-Annual,0.00125
9127964T3,Bill,4-Week,10/22/2020,10/27/2020,11/24/2020,99.993389,0.00086,,None,
9127965D7,Bill,8-Week,10/22/2020,10/27/2020,12/22/2020,99.986000,0.00091,,None,
912810SQ2,Bond,19-Year 10-Month,10/21/2020,11/02/2020,08/15/2040,95.765607,,0.0137,Semi-Annual,0.01125
912796B73,Bill,105-Day,10/21/2020,10/27/2020,02/09/2021,99.970833,0.00101,,None,
912796D22,Bill,154-Day,10/21/2020,10/27/2020,03/30/2021,99.950806,0.00117,,None,
912796TU3,Bill,42-Day,10/20/2020,10/22/2020,12/03/2020,99.989500,0.00091,,None,
9127964D8,Bill,119-Day,10/20/2020,10/22/2020,02/18/2021,99.965292,0.00106,,None,
9127963V9,Bill,13-Week,10/19/2020,10/22/2020,01/21/2021,99.974722,0.00101,,None,
9127962Q1,Bill,26-Week,10/19/2020,10/22/2020,04/22/2021,99.941861,0.00117,,None,
9127964S5,Bill,4-Week,10/15/2020,10/20/2020,11/17/2020,99.993000,0.00091,,None,
9127965C9,Bill,8-Week,10/15/2020,10/20/2020,12/15/2020,99.985222,0.00096,,None,
912796B65,Bill,105-Day,10/14/2020,10/20/2020,02/02/2021,99.969375,0.00106,,None,
912796C98,Bill,154-Day,10/14/2020,10/20/2020,03/23/2021,99.948667,0.00122,,None,
9127963B3,Bill,43-Day,10/13/2020,10/15/2020,11/27/2020,99.988653,0.00096,,None,
9127963U1,Bill,13-Week,10/13/2020,10/15/2020,01/14/2021,99.973458,0.00106,,None,
9127964C0,Bill,119-Day,10/13/2020,10/15/2020,02/11/2021,99.963639,0.00112,,None,
9127964Y2,Bill,26-Week,10/13/2020,10/15/2020,04/15/2021,99.941861,0.00117,,None,
912810SP4,Bond,29-Year 10-Month,10/08/2020,10/15/2020,08/15/2050,95.183187,,0.01578,Semi-Annual,0.01375
9127964R7,Bill,4-Week,10/08/2020,10/13/2020,11/10/2020,99.993000,0.00091,,None,
9127965B1,Bill,8-Week,10/08/2020,10/13/2020,12/08/2020,99.986000,0.00091,,None,
91282CAE1,Note,9-Year 10-Month,10/07/2020,10/15/2020,08/15/2030,98.675865,,0.00765,Semi-Annual,0.00625
912796A82,Bill,105-Day,10/07/2020,10/13/2020,01/26/2021,99.970833,0.00101,,None,
912796C80,Bill,154-Day,10/07/2020,10/13/2020,03/16/2021,99.952944,0.00112,,None,
91282CAP6,Note,3-Year,10/06/2020,10/15/2020,10/15/2023,99.796687,,0.00193,Semi-Annual,0.00125
9127963A5,Bill,42-Day,10/06/2020,10/08/2020,11/19/2020,99.989500,0.00091,,None,
9127963W7,Bill,119-Day,10/06/2020,10/08/2020,02/04/2021,99.965292,0.00106,,None,
9127964V8,Bill,52-Week,10/06/2020,10/08/2020,10/07/2021,99.858444,0.00142,,None,
9127963T4,Bill,13-Week,10/05/2020,10/08/2020,01/07/2021,99.975986,0.00096,,None,
9127964X4,Bill,26-Week,10/05/2020,10/08/2020,04/08/2021,99.944389,0.00112,,None,
9127964Q9,Bill,4-Week,10/01/2020,10/06/2020,11/03/2020,99.993389,0.00086,,None,
9127964U0,Bill,8-Week,10/01/2020,10/06/2020,12/01/2020,99.986778,0.00086,,None,
912796A74,Bill,105-Day,09/30/2020,10/06/2020,01/19/2021,99.972292,0.00096,,None,
912796C72,Bill,154-Day,09/30/2020,10/06/2020,03/09/2021,99.955083,0.00107,,None,
9127962Z1,Bill,42-Day,09/29/2020,10/01/2020,11/12/2020,99.990083,0.00086,,None,
912796UC1,Bill,119-Day,09/29/2020,10/01/2020,01/28/2021,99.970250,0.00091,,None,
912796TY5,Bill,13-Week,09/28/2020,10/01/2020,12/31/2020,99.974722,0.00101,,None,
9127964P1,Bill,26-Week,09/28/2020,10/01/2020,04/01/2021,99.946917,0.00107,,None,
91282CAL5,Note,7-Year,09/24/2020,09/30/2020,09/30/2027,99.401422,,0.00462,Semi-Annual,0.00375
9127964K2,Bill,4-Week,09/24/2020,09/29/2020,10/27/2020,99.994167,0.00076,,None,
9127964T3,Bill,8-Week,09/24/2020,09/29/2020,11/24/2020,99.986000,0.00091,,None,
91282CAM3,Note,5-Year,09/23/2020,09/30/2020,09/30/2025,99.875940,,0.00275,Semi-Annual,0.0025
912796A66,Bill,105-Day,09/23/2020,09/29/2020,01/12/2021,99.973750,0.00091,,None,
912796C23,Bill,154-Day,09/23/2020,09/29/2020,03/02/2021,99.957222,0.00101,,None,
91282CAA9,Note,1-Year 10-Month,09/23/2020,09/25/2020,07/31/2022,99.994389,,,Quarterly,
91282CAN1,Note,2-Year,09/22/2020,09/30/2020,09/30/2022,99.978037,,0.00136,Semi-Annual,0.00125
912796TP4,Bill,42-Day,09/22/2020,09/24/2020,11/05/2020,99.990083,0.00086,,None,
9127963V9,Bill,119-Day,09/22/2020,09/24/2020,01/21/2021,99.968597,0.00096,,None,
9127963L1,Bill,13-Week,09/21/2020,09/24/2020,12/24/2020,99.974722,0.00101,,None,
9127962F5,Bill,26-Week,09/21/2020,09/24/2020,03/25/2021,99.946917,0.00107,,None,
912828ZZ6,Note,9-Year 10-Month,09/17/2020,09/30/2020,07/15/2030,112.388136,,-0.00966,Semi-Annual,0.00125
9127964J5,Bill,4-Week,09/17/2020,09/22/2020,10/20/2020,99.993778,0.00081,,None,
9127964S5,Bill,8-Week,09/17/2020,09/22/2020,11/17/2020,99.985222,0.00096,,None,
912796A58,Bill,105-Day,09/16/2020,09/22/2020,01/05/2021,99.970833,0.00101,,None,
912796B99,Bill,154-Day,09/16/2020,09/22/2020,02/23/2021,99.952944,0.00112,,None,
912810SQ2,Bond,19-Year 11-Month,09/15/2020,09/30/2020,08/15/2040,98.449355,,0.01213,Semi-Annual,0.01125
9127962T5,Bill,42-Day,09/15/2020,09/17/2020,10/29/2020,99.988917,0.00096,,None,
9127963U1,Bill,119-Day,09/15/2020,09/17/2020,01/14/2021,99.963639,0.00112,,None,
9127963K3,Bill,13-Week,09/14/2020,09/17/2020,12/17/2020,99.972194,0.00112,,None,
9127964N6,Bill,26-Week,09/14/2020,09/17/2020,03/18/2021,99.939333,0.00122,,None,
9127964H9,Bill,4-Week,09/10/2020,09/15/2020,10/13/2020,99.993000,0.00091,,None,
9127964R7,Bill,8-Week,09/10/2020,09/15/2020,11/10/2020,99.983667,0.00106,,None,
912810SP4,Bond,29-Year 11-Month,09/10/2020,09/15/2020,08/15/2050,97.635118,,0.01473,Semi-Annual,0.01375
9127965F2,Bill,105-Day,09/09/2020,09/15/2020,12/29/2020,99.966458,0.00117,,None,
912796B81,Bill,154-Day,09/09/2020,09/15/2020,02/16/2021,99.948667,0.00122,,None,
91282CAE1,Note,9-Year 11-Month,09/09/2020,09/15/2020,08/15/2030,99.244492,,0.00704,Semi-Annual,0.00625
91282CAK7,Note,3-Year,09/08/2020,09/15/2020,09/15/2023,99.865401,,0.0017,Semi-Annual,0.00125
9127962S7,Bill,42-Day,09/08/2020,09/10/2020,10/22/2020,99.987750,0.00106,,None,
9127963J6,Bill,13-Week,09/08/2020,09/10/2020,12/10/2020,99.970931,0.00117,,None,
9127963T4,Bill,119-Day,09/08/2020,09/10/2020,01/07/2021,99.960333,0.00122,,None,
9127964M8,Bill,26-Week,09/08/2020,09/10/2020,03/11/2021,99.936806,0.00127,,None,
9127964L0,Bill,52-Week,09/08/2020,09/10/2020,09/09/2021,99.858444,0.00142,,None,
9127964G1,Bill,4-Week,09/03/2020,09/08/2020,10/06/2020,99.993000,0.00091,,None,
9127964Q9,Bill,8-Week,09/03/2020,09/08/2020,11/03/2020,99.984444,0.00101,,None,
9127965D7,Bill,105-Day,09/02/2020,09/08/2020,12/22/2020,99.966458,0.00117,,None,
912796B73,Bill,154-Day,09/02/2020,09/08/2020,02/09/2021,99.948667,0.00122,,None,
9127962R9,Bill,42-Day,09/01/2020,09/03/2020,10/15/2020,99.989500,0.00091,,None,
912796TY5,Bill,119-Day,09/01/2020,09/03/2020,12/31/2020,99.961986,0.00117,,None,
912796TU3,Bill,13-Week,08/31/2020,09/03/2020,12/03/2020,99.973458,0.00106,,None,
9127964F3,Bill,26-Week,08/31/2020,09/03/2020,03/04/2021,99.941861,0.00117,,None,
9127964A4,Bill,4-Week,08/27/2020,09/01/2020,09/29/2020,99.993778,0.00081,,None,
9127964K2,Bill,8-Week,08/27/2020,09/01/2020,10/27/2020,99.986000,0.00091,,None,
91282CAH4,Note,7-Year,08/27/2020,08/31/2020,08/31/2027,99.869553,,0.00519,Semi-Annual,0.005
9127965C9,Bill,105-Day,08/26/2020,09/01/2020,12/15/2020,99.970833,0.00101,,None,
912796B65,Bill,154-Day,08/26/2020,09/01/2020,02/02/2021,99.952944,0.00112,,None,
91282CAJ0,Note,5-Year,08/26/2020,08/31/2020,08/31/2025,99.761955,,0.00298,Semi-Annual,0.0025
91282CAA9,Note,1-Year 11-Month,08/26/2020,08/28/2020,07/31/2022,99.999997,,,Quarterly,
91282CAG6,Note,2-Year,08/25/2020,08/31/2020,08/31/2022,99.940116,,0.00155,Semi-Annual,0.00125
912796TN9,Bill,42-Day,08/25/2020,08/27/2020,10/08/2020,99.990083,0.00086,,None,
9127963L1,Bill,119-Day,08/25/2020,08/27/2020,12/24/2020,99.963639,0.00112,,None,
9127963B3,Bill,13-Week,08/24/2020,08/27/2020,11/27/2020,99.974444,0.00101,,None,
912796XE4,Bill,26-Week,08/24/2020,08/27/2020,02/25/2021,99.939333,0.00122,,None,
912810SM1,Bond,29-Year 6-Month,08/20/2020,08/31/2020,02/15/2050,116.316267,,-0.00272,Semi-Annual,0.0025
9127963Z0,Bill,4-Week,08/20/2020,08/25/2020,09/22/2020,99.993778,0.00081,,None,
9127964J5,Bill,8-Week,08/20/2020,08/25/2020,10/20/2020,99.986000,0.00091,,None,
912810SQ2,Bond,20-Year,08/19/2020,08/31/2020,08/15/2040,98.936182,,0.01185,Semi-Annual,0.01125
9127965B1,Bill,105-Day,08/19/2020,08/25/2020,12/08/2020,99.969375,0.00106,,None,
912796A82,Bill,154-Day,08/19/2020,08/25/2020,01/26/2021,99.950806,0.00117,,None,
9127962J7,Bill,42-Day,08/18/2020,08/20/2020,10/01/2020,99.989500,0.00091,,None,
9127963K3,Bill,119-Day,08/18/2020,08/20/2020,12/17/2020,99.963639,0.00112,,None,
9127963A5,Bill,13-Week,08/17/2020,08/20/2020,11/19/2020,99.973458,0.00106,,None,
9127964D8,Bill,26-Week,08/17/2020,08/20/2020,02/18/2021,99.939333,0.00122,,None,
9127963Y3,Bill,4-Week,08/13/2020,08/18/2020,09/15/2020,99.993389,0.00086,,None,
9127964H9,Bill,8-Week,08/13/2020,08/18/2020,10/13/2020,99.984444,0.00101,,None,
912810SP4,Bond,30-Year,08/13/2020,08/17/2020,08/15/2050,99.243433,,0.01406,Semi-Annual,0.01375
9127964U0,Bill,105-Day,08/12/2020,08/18/2020,12/01/2020,99.967917,0.00112,,None,
912796A74,Bill,154-Day,08/12/2020,08/18/2020,01/19/2021,99.948667,0.00122,,None,
91282CAE1,Note,10-Year,08/12/2020,08/17/2020,08/15/2030,99.498284,,0.00677,Semi-Annual,0.00625
91282CAF8,Note,3-Year,08/11/2020,08/17/2020,08/15/2023,99.838798,,0.00179,Semi-Annual,0.00125
9127962H1,Bill,42-Day,08/11/2020,08/13/2020,09/24/2020,99.988917,0.00096,,None,
9127963J6,Bill,119-Day,08/11/2020,08/13/2020,12/10/2020,99.963639,0.00112,,None,
9127964B2,Bill,52-Week,08/11/2020,08/13/2020,08/12/2021,99.858444,0.00142,,None,
9127962Z1,Bill,13-Week,08/10/2020,08/13/2020,11/12/2020,99.973458,0.00106,,None,
9127964C0,Bill,26-Week,08/10/2020,08/13/2020,02/11/2021,99.939333,0.00122,,None,
9127963X5,Bill,4-Week,08/06/2020,08/11/2020,09/08/2020,99.993778,0.00081,,None,
9127964G1,Bill,8-Week,08/06/2020,08/11/2020,10/06/2020,99.984444,0.00101,,None,
9127964T3,Bill,105-Day,08/05/2020,08/11/2020,11/24/2020,99.969375,0.00106,,None,
912796A66,Bill,154-Day,08/05/2020,08/11/2020,01/12/2021,99.952944,0.00112,,None,
9127962G3,Bill,42-Day,08/04/2020,08/06/2020,09/17/2020,99.990083,0.00086,,None,
912796TU3,Bill,119-Day,08/04/2020,08/06/2020,12/03/2020,99.966944,0.00101,,None,
912796TP4,Bill,13-Week,08/03/2020,08/06/2020,11/05/2020,99.974722,0.00101,,None,
9127963W7,Bill,26-Week,08/03/2020,08/06/2020,02/04/2021,99.946917,0.00107,,None,
9127963R8,Bill,4-Week,07/30/2020,08/04/2020,09/01/2020,99.993000,0.00091,,None,
9127964A4,Bill,8-Week,07/30/2020,08/04/2020,09/29/2020,99.985222,0.00096,,None,
9127964S5,Bill,105-Day,07/29/2020,08/04/2020,11/17/2020,99.969375,0.00106,,None,
912796A58,Bill,154-Day,07/29/2020,08/04/2020,01/05/2021,99.952944,0.00112,,None,
91282CAA9,Note,2-Year,07/28/2020,07/31/2020,07/31/2022,100.000000,,,Quarterly,
91282CAD3,Note,7-Year,07/28/2020,07/31/2020,07/31/2027,99.511214,,0.00446,Semi-Annual,0.00375
912796TJ8,Bill,42-Day,07/28/2020,07/30/2020,09/10/2020,99.988333,0.00101,,None,
9127963B3,Bill,120-Day,07/28/2020,07/30/2020,11/27/2020,99.963333,0.00112,,None,
91282CAC5,Note,2-Year,07/27/2020,07/31/2020,07/31/2022,99.940116,,0.00155,Semi-Annual,0.00125
91282CAB7,Note,5-Year,07/27/2020,07/31/2020,07/31/2025,99.811496,,0.00288,Semi-Annual,0.0025
9127962T5,Bill,13-Week,07/27/2020,07/30/2020,10/29/2020,99.973458,0.00106,,None,
912796UC1,Bill,26-Week,07/27/2020,07/30/2020,01/28/2021,99.934278,0.00132,,None,
912828ZZ6,Note,10-Year,07/23/2020,07/31/2020,07/15/2030,111.033716,,-0.0093,Semi-Annual,0.00125
9127963Q0,Bill,4-Week,07/23/2020,07/28/2020,08/25/2020,99.993778,0.00081,,None,
9127963Z0,Bill,8-Week,07/23/2020,07/28/2020,09/22/2020,99.984444,0.00101,,None,
912810SR0,Bond,19-Year 10-Month,07/22/2020,07/31/2020,05/15/2040,101.174893,,0.01059,Semi-Annual,0.01125
9127964R7,Bill,105-Day,07/22/2020,07/28/2020,11/10/2020,99.965000,0.00122,,None,
9127965F2,Bill,154-Day,07/22/2020,07/28/2020,12/29/2020,99.942250,0.00137,,None,
912796XH7,Bill,42-Day,07/21/2020,07/23/2020,09/03/2020,99.988333,0.00101,,None,
9127963A5,Bill,119-Day,07/21/2020,07/23/2020,11/19/2020,99.960333,0.00122,,None,
9127962Q1,Bill,273-Day,07/21/2020,07/23/2020,04/22/2021,99.893833,0.00142,,None,
9127962S7,Bill,13-Week,07/20/2020,07/23/2020,10/22/2020,99.969667,0.00122,,None,
9127963V9,Bill,26-Week,07/20/2020,07/23/2020,01/21/2021,99.934278,0.00132,,None,
9127963P2,Bill,4-Week,07/16/2020,07/21/2020,08/18/2020,99.991833,0.00106,,None,
9127963Y3,Bill,8-Week,07/16/2020,07/21/2020,09/15/2020,99.982889,0.00112,,None,
9127964Q9,Bill,105-Day,07/15/2020,07/21/2020,11/03/2020,99.962083,0.00132,,None,
9127965D7,Bill,154-Day,07/15/2020,07/21/2020,12/22/2020,99.937972,0.00147,,None,
912796XG9,Bill,42-Day,07/14/2020,07/16/2020,08/27/2020,99.986000,0.00122,,None,
9127962Z1,Bill,119-Day,07/14/2020,07/16/2020,11/12/2020,99.952069,0.00147,,None,
9127963S6,Bill,52-Week,07/14/2020,07/16/2020,07/15/2021,99.843278,0.00157,,None,
9127962R9,Bill,13-Week,07/13/2020,07/16/2020,10/15/2020,99.963347,0.00147,,None,
9127963U1,Bill,26-Week,07/13/2020,07/16/2020,01/14/2021,99.926694,0.00147,,None,
912828ZJ2,Note,4-Year 10-Month,07/10/2020,07/13/2020,04/15/2025,104.470612,,-0.00951,Semi-Annual,0.00125
912810SN9,Bond,29-Year 10-Month,07/09/2020,07/15/2020,05/15/2050,98.034284,,0.0133,Semi-Annual,0.0125
9127963N7,Bill,4-Week,07/09/2020,07/14/2020,08/11/2020,99.992222,0.00101,,None,
9127963X5,Bill,8-Week,07/09/2020,07/14/2020,09/08/2020,99.981333,0.00122,,None,
912828ZQ6,Note,9-Year 10-Month,07/08/2020,07/15/2020,05/15/2030,99.733486,,0.00653,Semi-Annual,0.00625
9127964K2,Bill,105-Day,07/08/2020,07/14/2020,10/27/2020,99.957708,0.00147,,None,
9127965C9,Bill,154-Day,07/08/2020,07/14/2020,12/15/2020,99.933694,0.00157,,None,
912828ZY9,Note,3-Year,07/07/2020,07/15/2020,07/15/2023,99.805647,,0.0019,Semi-Annual,0.00125
912796XF1,Bill,42-Day,07/07/2020,07/09/2020,08/20/2020,99.985417,0.00127,,None,
912796TP4,Bill,119-Day,07/07/2020,07/09/2020,11/05/2020,99.950417,0.00152,,None,
912796TN9,Bill,13-Week,07/06/2020,07/09/2020,10/08/2020,99.962083,0.00152,,None,
9127963T4,Bill,26-Week,07/06/2020,07/09/2020,01/07/2021,99.916583,0.00167,,None,
9127963M9,Bill,4-Week,07/02/2020,07/07/2020,08/04/2020,99.991056,0.00117,,None,
9127963R8,Bill,8-Week,07/02/2020,07/07/2020,09/01/2020,99.979000,0.00137,,None,
9127964J5,Bill,105-Day,07/01/2020,07/07/2020,10/20/2020,99.959167,0.00142,,None,
9127965B1,Bill,154-Day,07/01/2020,07/07/2020,12/08/2020,99.933694,0.00157,,None,
912796TD1,Bill,42-Day,06/30/2020,07/02/2020,08/13/2020,99.984833,0.00132,,None,
9127962T5,Bill,119-Day,06/30/2020,07/02/2020,10/29/2020,99.948764,0.00157,,None,
9127962J7,Bill,13-Week,06/29/2020,07/02/2020,10/01/2020,99.962083,0.00152,,None,
912796TY5,Bill,26-Week,06/29/2020,07/02/2020,12/31/2020,99.916583,0.00167,,None,
9127963G2,Bill,4-Week,06/25/2020,06/30/2020,07/28/2020,99.991444,0.00112,,None,
9127963Q0,Bill,8-Week,06/25/2020,06/30/2020,08/25/2020,99.978222,0.00142,,None,
912828ZV5,Note,7-Year,06/25/2020,06/30/2020,06/30/2027,99.924456,,0.00511,Semi-Annual,0.005
9127964H9,Bill,105-Day,06/24/2020,06/30/2020,10/13/2020,99.956250,0.00152,,None,
9127964U0,Bill,154-Day,06/24/2020,06/30/2020,12/01/2020,99.929417,0.00167,,None,
912828ZW3,Note,5-Year,06/24/2020,06/30/2020,06/30/2025,99.603606,,0.0033,Semi-Annual,0.0025
912828ZK9,Note,1-Year 10-Month,06/24/2020,06/26/2020,04/30/2022,100.063394,,,Quarterly,
912828ZX1,Note,2-Year,06/23/2020,06/30/2020,06/30/2022,99.864327,,0.00193,Semi-Annual,0.00125
912796WZ8,Bill,42-Day,06/23/2020,06/25/2020,08/06/2020,99.985417,0.00127,,None,
9127962S7,Bill,119-Day,06/23/2020,06/25/2020,10/22/2020,99.948764,0.00157,,None,
